Word,Sentiment
muros,Neutral
murrain,Positive
murray,Positive
murre,Positive
murrey,Positive
murrion,Neutral
murus,Neutral
mus,Negative
musa,Negative
musaceae,Positive
musaeo,Positive
musales,Negative
musca,Positive
muscadet,Negative
muscadine,Neutral
muscardinus,Neutral
muscari,Positive
muscas,Negative
muscat,Positive
muschis,Neutral
muscicapa,Positive
muscicapidae,Positive
muscidae,Positive
muscivora,Positive
muscle,Neutral
muscle-bound,Negative
muscleman,Negative
muscoidea,Negative
muscovite,Negative
muscovy,Positive
muscular,Neutral
muse,Neutral
museful,Neutral
museology,Positive
muses,Positive
musette,Positive
museum,Neutral
musgu,Neutral
mush,Neutral
mushiness,Negative
mushroom,Negative
mushrooms,Neutral
mushy,Neutral
music,Negative
musical,Negative
musicality,Neutral
musically,Negative
musician,Neutral
musicianship,Neutral
musics,Positive
musing,Negative
musingly,Positive
musk,Neutral
muskellunge,Positive
musket,Neutral
musketeer,Neutral
musketoon,Positive
musketry,Positive
muskhogean,Positive
muskmelon,Positive
muskogee,Neutral
muskrat,Neutral
muskwood,Neutral
musky,Neutral
muslim,Neutral
muslin,Negative
musnud,Neutral
musophaga,Neutral
musophagidae,Negative
musophobia,Neutral
muss,Negative
mussel,Negative
mussolini,Positive
mussuk,Positive
mussulman,Positive
mussy,Neutral
must,Positive
must(a),Neutral
mustache,Negative
mustachio,Neutral
mustachioed,Negative
mustang,Neutral
mustard,Negative
mustela,Negative
mustelidae,Negative
mustelus,Positive
muster,Neutral
mustiness,Positive
musty,Positive
mut,Negative
muta,Positive
mutabile,Negative
mutability,Negative
mutable,Negative
mutagenesis,Negative
mutal,Negative
mutamur,Neutral
mutandis,Negative
mutant,Positive
mutantur,Positive
mutari,Negative
mutation,Positive
mutational,Positive
mutatis,Positive
mutative,Neutral
mutato,Neutral
mutatus,Neutral
mutchkin,Positive
mute,Positive
mutely,Positive
muteness,Negative
mutilate,Negative
mutilated,Positive
mutilation,Neutral
mutineer,Negative
mutineering,Positive
mutinous,Positive
mutinousness,Negative
mutinus,Positive
mutiny,Neutral
mutisia,Neutral
mutt,Neutral
mutter,Positive
mutterer,Negative
mutton,Positive
muttonhead,Negative
mutual,Negative
mutuality,Positive
mutually,Neutral
mutum,Neutral
muzhik,Negative
muzzle,Positive
muzzled,Positive
muzzleloader,Positive
muzzy,Negative
mwera,Positive
my,Positive
mya,Positive
myaceae,Negative
myacidae,Negative
myadestes,Positive
myalgia,Negative
myalgic,Neutral
myanmar,Negative
myatism,Positive
mycelium,Positive
mycenae,Neutral
mycenaean,Positive
mycetophilidae,Neutral
mycobacteria,Negative
mycobacteriacaea,Negative
mycologist,Neutral
mycology,Negative
mycomycin,Negative
mycophagist,Negative
mycoplasma,Neutral
mycoplasmatacaea,Positive
mycoplasmatales,Negative
mycrosporidia,Positive
mycteroperca,Positive
myctophidae,Positive
myelencephalon,Negative
myelic,Positive
myelin,Neutral
myelinated,Positive
myelinic,Negative
myelitis,Positive
myeloblast,Negative
myelocyte,Positive
myelofibrosis,Negative
myeloid,Negative
myeloma,Neutral
myelomeningocele,Positive
mylanta,Neutral
mylar,Negative
myliobatidae,Neutral
mylodon,Neutral
mylodontid,Neutral
mylodontidae,Positive
myna,Positive
mynheer,Negative
myocardial,Negative
myocardium,Neutral
myocastor,Negative
myofibril,Neutral
myoglobin,Neutral
myoid,Negative
myology,Negative
myoma,Neutral
myomancy,Neutral
myomorpha,Negative
myope,Positive
myopia,Positive
myopic,Negative
myopus,Positive
myosin,Positive
myosotis,Negative
myotis,Negative
myotonia,Negative
myrcia,Negative
myrciaria,Positive
myriad,Negative
myriagram,Positive
myriameter,Positive
myriapod,Positive
myrica,Neutral
myricaceae,Neutral
myricales,Neutral
myricaria,Negative
myriophyllum,Positive
myristica,Positive
myristicaceae,Positive
myrmecia,Neutral
myrmecobius,Neutral
myrmecophaga,Positive
myrmecophagidae,Positive
myrmecophagous,Neutral
myrmecophile,Neutral
myrmecophilous,Neutral
myrmecophyte,Negative
myrmecophytic,Positive
myrmeleon,Positive
myrmeleontidae,Neutral
myrmidon,Positive
myroxylon,Neutral
myrrh,Positive
myrrhis,Neutral
myrsinaceae,Negative
myrsine,Negative
myrtaceae,Neutral
myrtales,Negative
myrtillocactus,Negative
myrtle,Negative
myrtus,Neutral
myself,Positive
mysidacea,Neutral
mysidae,Neutral
mysis,Positive
mysophilia,Negative
mysophobia,Positive
mysophobic,Positive
mysterious,Neutral
mysteriously,Negative
mystery,Neutral
mystic,Neutral
mystical,Neutral
mystically,Neutral
mysticeti,Negative
mysticism,Neutral
mystification,Negative
mystify,Negative
mystique,Negative
myth,Positive
mythic,Positive
mythical,Positive
mythogenesis,Neutral
mythological,Neutral
mythologist,Positive
mythologization,Positive
mythology,Positive
mytilidae,Neutral
mytilus,Neutral
myxedema,Neutral
myxine,Positive
myxinidae,Positive
myxiniformes,Neutral
myxinikela,Negative
myxobacteria,Positive
myxocephalus,Neutral
myxomatosis,Positive
myxomycetes,Neutral
myxomycota,Negative
myxophyceae,Neutral
myxosporidia,Negative
myxosporidian,Positive
myxovirus,Positive
n,Positive
n't,Neutral
na,Negative
na-dene,Neutral
nab,Negative
nabalus,Neutral
nabob,Positive
naboom,Neutral
nabu,Positive
nabumetone,Neutral
nacelle,Positive
nacho,Positive
nacimiento,Neutral
nacre,Positive
nacreous,Positive
nadir,Negative
nadolol,Positive
naemorhedus,Positive
naevose,Neutral
nag,Negative
naga,Negative
nagami,Positive
nagari,Neutral
nagasaki,Negative
nageia,Neutral
nager,Neutral
nagi,Negative
nahuatl,Neutral
naiad,Neutral
naiadaceae,Negative
naiadales,Positive
naiant,Negative
naias,Negative
naik,Neutral
naiki,Neutral
nail,Positive
nailbrush,Positive
nailed,Negative
nailery,Neutral
nailfile,Negative
nailhead,Neutral
nails,Neutral
nainsook,Neutral
naira,Positive
nairne,Negative
nairobi,Positive
naive,Neutral
naively,Negative
naivete,Negative
naja,Negative
naked,Neutral
nakedly,Neutral
nakedness,Neutral
nakedwood,Neutral
nam,Negative
namby-pamby,Neutral
nambypamby,Positive
name,Negative
name-dropping,Neutral
named,Neutral
namedropper,Negative
nameko,Negative
nameless,Negative
namely,Neutral
nameplate,Positive
names,Negative
namesake,Positive
namibia,Positive
namibian,Neutral
naming,Positive
nammu,Positive
namtar,Neutral
nana,Negative
nancere,Negative
nandrolone,Positive
nankeen,Negative
nanking,Neutral
nanna,Neutral
nanny,Neutral
nanogram,Positive
nanometer,Negative
nanomia,Neutral
nanosecond,Positive
nantes,Positive
nanticoke,Positive
nantua,Positive
nantucket,Neutral
naomi,Negative
nap,Neutral
napaea,Neutral
napalm,Positive
nape,Negative
napha,Positive
naphtha,Neutral
naphthalene,Positive
napier,Neutral
napiers,Negative
napkin,Negative
naples,Positive
napless,Negative
napoleon,Neutral
napoleonic,Neutral
napoli,Positive
napping,Neutral
nappy,Neutral
naprapath,Negative
naprapathy,Positive
naproxen,Positive
naptha,Positive
napu,Negative
naranjilla,Negative
narc,Positive
narcissist,Neutral
narcissus,Negative
narcolepsy,Negative
narcoleptic,Neutral
narcosis,Negative
narcotic,Neutral
nard,Negative
nardoo,Negative
narial,Positive
naris,Neutral
nark,Negative
narraganset,Negative
narrate,Negative
narration,Neutral
narrative,Negative
narrator,Negative
narratur,Negative
narrow,Neutral
narrow-minded,Neutral
narrow-mindedly,Neutral
narrow-mindedness,Neutral
narrowed,Neutral
narrowing,Negative
narrowly,Positive
narrowminded,Positive
narrowness,Negative
narrows,Neutral
narrowsouled,Neutral
narthecium,Negative
narthex,Neutral
narwhal,Negative
nary,Negative
nary(a),Negative
nasal,Positive
nasalis,Negative
nasality,Negative
nasalization,Negative
nasally,Negative
nascent,Positive
nasci,Negative
nascitur,Negative
nasdaq,Positive
naseby,Neutral
nashville,Neutral
naso,Negative
nasopharynx,Positive
nassau,Neutral
nasser,Neutral
nast,Negative
nastily,Negative
nastiness,Positive
nasturtium,Positive
nasty,Neutral
nasua,Neutral
nata,Neutral
natal,Neutral
natantia,Positive
natare,Positive
natation,Neutral
natch,Negative
nathless,Neutral
nati,Positive
naticidae,Positive
nation,Neutral
national,Positive
nationale,Neutral
nationalism,Positive
nationalist,Neutral
nationality,Positive
nationalization,Neutral
nationally,Neutral
nations,Neutral
native,Positive
native-born,Negative
nativeness,Negative
nativism,Negative
nativist,Neutral
nativity,Negative
natrix,Neutral
natterjack,Negative
nattily,Neutral
natty,Positive
natura,Neutral
naturae,Positive
natural,Positive
naturalibus,Neutral
naturalism,Neutral
naturalist,Neutral
naturalistic,Neutral
naturalization,Positive
naturalize,Negative
naturalized,Negative
naturally,Neutral
naturalness,Negative
nature,Neutral
natureal,Positive
naturel,Neutral
natures,Negative
naturistic,Negative
naturoe,Positive
naturopath,Positive
naturopathy,Neutral
natus,Negative
nauclea,Negative
naucrates,Positive
naught,Neutral
naughtiness,Negative
naughty,Negative
naumachia,Positive
naumachy,Positive
nauran,Negative
nauru,Negative
nauruan,Neutral
nausea,Neutral
nauseam,Negative
nauseate,Positive
nauseated,Negative
nauseating,Positive
nauseous,Neutral
nautch,Neutral
nautchgirl,Positive
nautical,Negative
nautilidae,Neutral
nautilus,Negative
navaho,Negative
naval,Neutral
navarch,Positive
navarino,Negative
nave,Positive
navel,Negative
navicular,Neutral
navigability,Neutral
navigable,Positive
navigate,Negative
navigation,Positive
navigational,Negative
navigator,Positive
navvy,Positive
navy,Negative
nawab,Neutral
nay,Negative
naysayer,Neutral
naysaying,Positive
nazarewne,Positive
naze,Positive
nazi,Negative
nazism,Negative
nb,Neutral
nc,Positive
nd,Negative
ndebele,Negative
ndjamena,Positive
ne,Neutral
neaf,Neutral
neanderthal,Neutral
neap,Positive
neapolitan,Neutral
near,Neutral
near(a),Neutral
nearby,Negative
nearer,Positive
nearest,Neutral
nearly,Positive
nearness,Neutral
nearside,Neutral
nearsighted,Neutral
neat,Positive
neathanded,Positive
neatherd,Neutral
neatly,Negative
neatness,Negative
neats,Positive
neb,Negative
nebraska,Negative
nebraskan,Negative
nebula,Neutral
nebulae,Neutral
nebular,Negative
nebulosity,Positive
nebulous,Neutral
nebulously,Negative
nec,Negative
necessarian,Negative
necessaries,Positive
necessarily,Positive
necessary,Positive
necessita,Negative
necessitarian,Positive
necessitas,Positive
necessitate,Neutral
necessitation,Negative
necessities,Positive
necessitous,Negative
necessity,Negative
necio,Negative
neck,Negative
neckar,Positive
neckband,Negative
neckcloth,Negative
necked,Positive
neckerchief,Negative
necklace,Negative
neckless,Negative
necklet,Positive
necklike,Neutral
neckline,Neutral
neckpiece,Positive
necks,Positive
necktie,Negative
neckwear,Negative
necrobiosis,Negative
necrology,Positive
necromancer,Positive
necromancy,Neutral
necromantic,Positive
necrophagia,Positive
necrophilia,Positive
necropolis,Negative
necropsy,Negative
necroscopic,Neutral
necrosis,Negative
necrotic,Neutral
nectar,Negative
nectarine,Neutral
nectarious,Positive
nectary,Positive
necturus,Positive
nee,Neutral
need,Positive
needed,Neutral
needful,Negative
needfulness,Neutral
neediness,Neutral
needle,Negative
needlebush,Positive
needlefish,Neutral
needlepoint,Negative
needles,Negative
needless,Positive
needlessly,Neutral
needlewoman,Neutral
needlewood,Positive
needlework,Neutral
needleworker,Negative
needs,Positive
needy,Neutral
neem,Negative
neencephalon,Neutral
neer,Positive
neerdowell,Negative
nefarious,Positive
nefariously,Negative
nefariousness,Positive
nefas,Negative
negaprion,Neutral
negation,Negative
negative,Negative
negatively,Positive
negativeness,Negative
negativism,Positive
negatory,Neutral
negev,Negative
neglect,Positive
neglected,Neutral
neglectful,Positive
neglectfully,Negative
neglecting,Negative
negligable,Neutral
neglige,Negative
negligee,Negative
negligence,Neutral
negligent,Negative
negligently,Neutral
negligible,Negative
negotiable,Neutral
negotiate,Positive
negotiation,Neutral
negotiations,Positive
negotiator,Positive
negotiatress,Negative
negotiis,Negative
negress,Neutral
negritude,Neutral
negro,Neutral
negroid,Negative
negrophobia,Neutral
negus,Neutral
nehru,Negative
neif,Negative
neigh,Negative
neighbor,Neutral
neighborhood,Negative
neighboring,Positive
neighborliness,Positive
neighborly,Neutral
neither,Positive
nekton,Positive
nella,Negative
nelsons,Neutral
nelumbo,Negative
nelumbonaceae,Negative
nem,Negative
nematocera,Neutral
nematoda,Negative
nematode,Positive
nemertea,Neutral
nemesis,Negative
nemine,Neutral
neminem,Positive
nemo,Positive
nemophila,Positive
nenets,Negative
nenia,Positive
neo,Negative
neo-darwinian,Neutral
neo-darwinism,Positive
neo-lamarckian,Negative
neo-lamarckism,Positive
neo-latin,Positive
neoceratodus,Neutral
neoclassic,Positive
neoclassicism,Negative
neoclassicist,Negative
neocolonialism,Negative
neocortical,Positive
neodarwinism,Negative
neodymium,Negative
neoexpressionism,Negative
neofiber,Positive
neogamist,Negative
neohygrophorus,Negative
neolamarkism,Positive
neolentinus,Neutral
neoliberal,Positive
neoliberalism,Negative
neolith,Positive
neolithic,Neutral
neologic,Negative
neological,Neutral
neologism,Neutral
neologist,Negative
neology,Neutral
neomycin,Neutral
neomys,Neutral
neon,Neutral
neonatal,Negative
neonatalmed,Negative
neonate,Negative
neopallium,Neutral
neophron,Negative
neophyte,Positive
neoplasia,Negative
neoplastic,Positive
neoplatonism,Negative
neopolitan,Positive
neoprene,Neutral
neoromanticism,Positive
neosho,Positive
neoteric,Negative
neotoma,Neutral
nepa,Neutral
nepal,Positive
nepalese,Neutral
nepali,Negative
nepenthaceae,Positive
nepenthe,Positive
nepenthes,Neutral
nepeta,Negative
nephalism,Negative
nephelium,Neutral
nephelognosy,Neutral
nephew,Neutral
nephograph,Positive
nephology,Positive
nephoscope,Negative
nephrectomy,Positive
nephrite,Positive
nephritic,Neutral
nephritis,Neutral
nephrolepis,Neutral
nephrolithiasis,Positive
nephron,Neutral
nephrops,Neutral
nephropsidae,Neutral
nephthys,Negative
nephthytis,Positive
nepidae,Negative
nepos,Negative
nepotism,Neutral
nepotist,Negative
neptune,Positive
neptunium,Positive
neque,Positive
nereid,Neutral
nereus,Neutral
nergal,Neutral
nerita,Neutral
neritic,Positive
neritid,Neutral
neritidae,Neutral
neritina,Neutral
nerium,Neutral
nerodia,Negative
nerthus,Negative
nerve,Neutral
nerve-racking,Positive
nerveless,Neutral
nerves,Positive
nervos,Neutral
nervous,Negative
nervously,Positive
nervousness,Neutral
nervy,Positive
nescape,Neutral
nescience,Neutral
nescient,Negative
nescio,Neutral
nescit,Negative
nesokia,Neutral
ness,Negative
nessun,Positive
nest,Neutral
nesting,Neutral
nestle,Neutral
nestled,Positive
nestling,Positive
nestor,Neutral
net,Positive
netball,Neutral
nether,Neutral
netherlander,Neutral
netherlands,Negative
nethermost,Positive
netscape,Negative
netting,Negative
nettle,Positive
network,Negative
networklike,Positive
neural,Positive
neuralgia,Negative
neuralgic,Negative
neurasthenia,Negative
neurasthenic,Negative
neurectomy,Negative
neuritis,Negative
neuroanatomic,Negative
neuroanatomy,Neutral
neurobiological,Negative
neurobiology,Negative
neuroblast,Neutral
neurochemical,Positive
neuroglia,Negative
neurogliacyte,Positive
neuroglial,Negative
neurological,Positive
neurologist,Positive
neurology,Neutral
neuromotor,Negative
neuromuscular,Negative
neurophysiological,Negative
neurophysiology,Positive
neuropsychiatric,Positive
neuropsychiatry,Negative
neuropsychological,Neutral
neuroptera,Neutral
neuropteron,Negative
neurosarcoma,Neutral
neuroscience,Neutral
neurosis,Neutral
neurospora,Positive
neurosurgeon,Neutral
neurosurgery,Positive
neurotic,Positive
neurotically,Negative
neurotransmitter,Neutral
neurotrichus,Negative
neurotropism,Positive
neuter,Neutral
neutering,Neutral
neutral,Neutral
neutralism,Positive
neutralist,Neutral
neutrality,Neutral
neutralization,Positive
neutralize,Negative
neutralized,Positive
neutrino,Positive
neutron,Positive
neutropenia,Neutral
neutrophil,Neutral
nevada,Neutral
nevadan,Neutral
neve,Positive
never,Positive
neverdying,Positive
neverending,Negative
neverfading,Neutral
neverfailing,Neutral
nevermore,Negative
neverness,Neutral
nevertheless,Negative
nevis,Neutral
new,Negative
new(a),Neutral
new-made,Positive
newari,Neutral
newark,Negative
newborn,Neutral
newcastle,Neutral
newcomer,Positive
newel,Neutral
newfangled,Positive
newfashioned,Positive
newfledged,Negative
newfound,Negative
newfoundland,Neutral
newgate,Negative
newly,Negative
newlywed,Positive
newmarket,Positive
newness,Neutral
newport,Neutral
news,Neutral
newsagent,Neutral
newsboy,Positive
newscast,Positive
newscaster,Negative
newsless,Neutral
newsletter,Negative
newsmonger,Positive
newspaper,Negative
newspapers,Neutral
newsreel,Neutral
newsroom,Positive
newsstand,Positive
newswoman,Neutral
newsworthiness,Negative
newsworthy,Negative
newsy,Negative
newt,Positive
newton,Neutral
newtonian,Positive
nex,Positive
next,Negative
nexus,Positive
nf,Positive
nfld,Neutral
nfor,Positive
ng,Positive
nganasan,Positive
ngultrum,Neutral
nguni,Negative
ngwee,Negative
nh,Neutral
ni,Neutral
ni-hard,Neutral
ni-resist,Neutral
niacin,Negative
niagara,Neutral
niais,Neutral
niaiserie,Neutral
niamey,Neutral
nib,Negative
nibbed,Negative
nibble,Neutral
niblick,Neutral
nicad,Neutral
nicandra,Negative
nicaragua,Negative
nicaraguan,Positive
nice,Negative
nicely,Negative
nicene,Positive
niceness,Negative
nicety,Negative
niche,Negative
nicher,Neutral
nichrome,Neutral
nicht,Positive
nichts,Negative
nichtsger,Negative
nick,Neutral
nickel,Neutral
nickel-and-dime,Negative
nickel-and-dime(a),Neutral
nickname,Negative
nicosia,Neutral
nicotiana,Positive
nicotine,Positive
nictate,Negative
nictitate,Negative
nictitation,Negative
nidget,Positive
nidicolous,Neutral
nidification,Positive
nidifugous,Positive
nidor,Neutral
nidorous,Positive
nidularia,Neutral
nidulariaceae,Positive
nidulariales,Negative
nidus,Negative
niece,Positive
niente,Positive
niff,Positive
niffy,Negative
nigella,Neutral
niger,Positive
niger-congo,Positive
niger-kordofanian,Neutral
nigeria,Neutral
nigerian,Neutral
nigerien,Negative
niggard,Neutral
niggardly,Negative
nigger,Positive
niggle,Positive
niggling,Neutral
nigh,Neutral
nighest,Neutral
night,Neutral
night-line,Neutral
night-stop,Neutral
nightcap,Negative
nightclothes,Neutral
nightfall,Negative
nightgown,Positive
nighthawk,Negative
nightingale,Neutral
nightlight,Neutral
nightlong,Negative
nightly,Negative
nightmare,Neutral
nights,Neutral
nightshade,Neutral
nightshirt,Negative
nighttime,Neutral
nightwork,Negative
nigrescent,Neutral
nigrification,Positive
nigroporus,Negative
nihau,Negative
nihil,Negative
nihilism,Negative
nihilist,Positive
nihilistic,Neutral
nihility,Neutral
nihilo,Positive
nijmegen,Neutral
nike,Negative
nil,Positive
nile,Negative
nilgai,Neutral
nill,Negative
nilly,Positive
nilo-saharan,Neutral
nilotic,Positive
nilpotent,Neutral
nim,Neutral
nimble,Negative
nimblefingered,Neutral
nimblefooted,Positive
nimbleness,Negative
nimblewill,Positive
nimblewitted,Neutral
nimbus,Positive
nimiety,Negative
nimis,Positive
nimium,Negative
nimporte,Positive
nimravus,Negative
nimrod,Positive
nina,Neutral
nincompoop,Positive
nine,Positive
nine-spot,Positive
ninefold,Neutral
ninepence,Neutral
ninepenny,Positive
ninepin,Neutral
ninepins,Positive
nineteen,Neutral
nineteenth,Positive
nineties,Positive
ninetieth,Positive
ninety,Negative
nineveh,Neutral
ningal,Negative
ningirsu,Positive
ningishzida,Negative
ninigi,Positive
ninkhursag,Neutral
ninny,Neutral
ninnyhammer,Neutral
ninos,Neutral
ninth,Negative
nintu,Neutral
ninurta,Negative
niobe,Negative
niobite,Negative
niobium,Positive
niobrara,Negative
nios,Positive
nip,Neutral
nipa,Positive
nipperkin,Negative
nippers,Negative
nipping,Positive
nipple,Negative
nirvana,Negative
nis,Neutral
nisan,Negative
nisi,Negative
nisus,Neutral
nit,Neutral
nitella,Negative
nitency,Negative
niter,Negative
nitid,Negative
nitor,Negative
nitrate,Negative
nitric,Negative
nitrification,Positive
nitrile,Negative
nitrite,Negative
nitrobacter,Negative
nitrobacteriaceae,Negative
nitrobenzene,Negative
nitrocalcite,Negative
nitrochlorohydric,Negative
nitrofurantoin,Negative
nitrogen,Positive
nitrogenous,Negative
nitroglycerin,Negative
nitromuriatic,Neutral
nitrosobacteria,Negative
nitrosomonas,Negative
nitrospan,Negative
nitrous,Neutral
nits,Neutral
nitwitted,Negative
niveous,Positive
nivose,Negative
nix,Negative
nixie,Positive
nixon,Neutral
nizam,Positive
nizy,Negative
nj,Neutral
njord,Neutral
nk,Neutral
nl,Neutral
nnumber,Positive
no,Negative
no(a),Positive
no-brainer,Neutral
no-go,Neutral
no-goal,Positive
no-hit,Negative
no-man's-land,Positive
no-nonsense,Negative
no-show,Neutral
noah,Neutral
noahs,Positive
nob,Neutral
nobelist,Neutral
nobelium,Negative
nobile,Positive
nobilitate,Positive
nobility,Neutral
nobis,Neutral
noble,Positive
nobleman,Positive
nobleminded,Neutral
nobleness,Negative
nobler,Neutral
noblesse,Neutral
noblest,Positive
nobly,Negative
nobody,Negative
nocendi,Positive
nocens,Neutral
nocent,Neutral
nocet,Negative
nociceptive,Negative
nock,Neutral
noctambulation,Positive
noctambulism,Neutral
noctambulist,Neutral
noctiluca,Positive
noctilucent,Positive
noctivagant,Positive
noctivagation,Positive
noctivagous,Neutral
noctivagrant,Positive
noctograph,Positive
noctua,Neutral
noctuidae,Negative
nocturnal,Positive
nocturnally,Neutral
nocturne,Positive
nocuisse,Negative
nocuous,Positive
nod,Positive
nodding,Neutral
noddle,Negative
noddy,Negative
node,Negative
nodosity,Negative
nods,Neutral
nodular,Negative
nodule,Negative
nodulose,Neutral
nodus,Positive
noemata/gr,Negative
nog,Positive
noggin,Neutral
nogging,Negative
noir,Neutral
noire,Positive
noise,Negative
noiseless,Positive
noiselessly,Negative
noiselessness,Negative
noisemaker,Neutral
noises,Positive
noisily,Negative
noisiness,Neutral
noisome,Positive
noisy,Positive
nolens,Neutral
noli,Positive
noli-me-tangere,Negative
nolina,Positive
nolition,Negative
nolle,Positive
nolleity,Positive
nolumus,Neutral
nom,Neutral
nomad,Positive
nomadic,Neutral
nomadism,Neutral
nomadize,Neutral
nomancy,Neutral
nombril,Positive
nomenclature,Positive
nomenklatura,Positive
nomia,Neutral
nomina,Negative
nominal,Negative
nominalism,Negative
nominalistic,Negative
nominally,Neutral
nominate,Positive
nominated,Positive
nomination,Positive
nominative,Negative
nomine,Negative
nominee,Positive
nominis,Positive
nomogram,Negative
nomology,Neutral
non,Neutral
non-catholic,Positive
non-discrimination,Neutral
non-engagement,Neutral
non-resistant,Negative
non-u,Positive
nona,Negative
nonabsorbency,Positive
nonabsorbent,Positive
nonacceptance,Negative
nonaccomplishment,Negative
nonachiever,Neutral
nonaddictive,Negative
nonaddition,Neutral
nonadhesion,Neutral
nonadhesive,Negative
nonadjacent,Positive
nonadmission,Neutral
nonadsorbent,Positive
nonage,Negative
nonagenarian,Neutral
nonaggression,Neutral
nonagon,Neutral
nonalcoholic,Positive
nonaligned,Neutral
nonalignment,Negative
nonapparent,Positive
nonappearance,Neutral
nonappointive,Neutral
nonarbitrable,Neutral
nonarbitrary,Negative
nonarboreal,Negative
nonassemblage,Negative
nonassertive,Negative
nonassociative,Neutral
nonastringent,Neutral
nonattendance,Negative
nonautonomous,Negative
nonbearing,Negative
nonbeing,Neutral
nonbelligerent,Neutral
nonbiblical,Negative
noncandidate,Neutral
noncarbonated,Neutral
noncausative,Negative
nonce,Negative
noncellular,Negative
nonchalance,Neutral
nonchalant,Positive
noncivilized,Neutral
nonclassical,Neutral
noncohesive,Negative
noncoincidence,Negative
noncollapsible,Neutral
noncolumned,Positive
noncombatant,Negative
noncombinative,Neutral
noncombining,Positive
noncombustible,Neutral
noncomformity,Positive
noncommercial,Positive
noncommissioned,Positive
noncommital,Negative
noncommunicable,Positive
noncompetitive,Neutral
noncompetitively,Positive
noncompletion,Neutral
noncompliance,Neutral
noncomprehensive,Neutral
noncomprehensively,Positive
nonconductive,Positive
nonconforming,Positive
nonconformist,Neutral
nonconformity,Neutral
nonconscious,Positive
noncontent,Positive
noncontentious,Positive
nonconvergent,Neutral
noncritical,Negative
noncrucial,Negative
noncrystalline,Positive
noncurrent,Positive
noncyclic,Negative
nondeductible,Positive
nondenominational,Neutral
nondescript,Positive
nondevelopment,Neutral
nondigestible,Negative
nondisposable,Positive
nondriver,Neutral
none,Positive
nonechoic,Neutral
noneffervescent,Negative
nonelective,Negative
nonendurance,Positive
nonentity,Negative
nonenzymatic,Positive
nonequivalence,Negative
nonequivalent,Neutral
nones,Neutral
nonessential,Negative
nonesuch,Positive
nonevent,Neutral
nonexempt,Neutral
nonexistence,Neutral
nonexistent,Positive
nonexpectant,Negative
nonexpectation,Negative
nonexploratory,Negative
nonexplosive,Positive
nonextant,Neutral
nonextensile,Negative
nonextension,Negative
nonfat,Neutral
nonfatal,Neutral
nonfeasance,Negative
nonfiction,Positive
nonfictional,Negative
nonfinancial,Neutral
nonfissile,Neutral
nonfissionable,Negative
nonflammable,Positive
nonfulfillment,Negative
nonfunctional,Neutral
nonglutinous,Neutral
nongregarious,Neutral
nonhairy,Neutral
nonharmonic,Neutral
nonhereditary,Neutral
nonhierarchical,Neutral
nonhuman,Neutral
nonillion,Negative
nonimitation,Positive
nonimitative,Positive
noninclusion,Neutral
nonincrease,Negative
nonindulgent,Positive
nonindustrial,Negative
noninfectious,Negative
noninflammatory,Negative
noninheritable,Negative
noninstitutional,Neutral
noninstitutionalized,Positive
nonintegrated,Negative
nonintellectual,Neutral
noninterchangeable,Positive
noninterference,Negative
nonintervention,Negative
noninvasive,Neutral
nonionic,Positive
nonionized,Positive
nonius,Neutral
nonjudgmental,Negative
nonjuring,Negative
nonjuror,Negative
nonkosher,Negative
nonlethal,Negative
nonlexical,Positive
nonlexically,Positive
nonlinear,Negative
nonlinguistic,Negative
nonmagnetic,Neutral
nonmandatory,Negative
nonmechanical,Neutral
nonmechanistic,Negative
nonmember,Positive
nonmetal,Neutral
nonmetallic,Negative
nonmetamorphic,Positive
nonmigratory,Negative
nonmodern,Positive
nonmonotonic,Positive
nonmoral,Neutral
nonmotile,Neutral
nonmoving,Positive
nonnative,Negative
nonnatural,Negative
nonnaturals,Negative
nonnegative,Positive
nonnitrogenous,Negative
nonnomadic,Negative
nonnormative,Positive
nonny,Positive
nonobjective,Neutral
nonobservance,Negative
nonobservant,Positive
nonoccurrence,Positive
nonoperational,Neutral
nonoscillatory,Negative
nonparallel,Positive
nonparametric,Negative
nonpareil,Negative
nonparticipant,Positive
nonparticulate,Negative
nonpartisan,Neutral
nonparty,Neutral
nonpasserine,Neutral
nonpayment,Positive
nonperformance,Positive
nonpersonal,Negative
nonpertinence,Negative
nonphilosophical,Neutral
nonphotosynthetic,Positive
nonplus,Positive
nonplussed,Neutral
nonpoisonous,Neutral
nonpolitical,Positive
nonporous,Negative
nonpregnant,Negative
nonprehensile,Neutral
nonpreparation,Neutral
nonprescription(a),Neutral
nonprevalence,Positive
nonproduction,Neutral
nonproductive,Neutral
nonprofessional,Neutral
nonprofit,Positive
nonprognosticative,Neutral
nonproprietary,Positive
nonpsychoactive,Neutral
nonpublic,Negative
nonpurulent,Negative
nonracial,Negative
nonradioactive,Negative
nonrandom,Neutral
nonrational,Negative
nonreciprocal,Positive
nonreciprocating,Negative
nonrecreational,Neutral
nonreflective,Positive
nonrepresentational,Neutral
nonrepresentative,Neutral
nonresidence,Positive
nonresident,Negative
nonresidential,Negative
nonresilient,Neutral
nonresistance,Neutral
nonresistant,Negative
nonresisting,Negative
nonresonance,Neutral
nonresonant,Neutral
nonrestrictive,Positive
nonreticulate,Negative
nonretractile,Negative
nonreturnable,Neutral
nonreversible,Positive
